authorID,h_index
2303197585,4
2302718596,16
2203383652,3
2169796138,10
2589880979,1
2217083891,2
1123419943,1
1992374527,29
2103389010,50
1929257324,1
2118561783,5
2232353287,1
2222359585,1
2011125820,3
175016246,6
2883427850,1
205596026,8
391463123,22
2111743652,29
2245731546,19
2001430615,3
1643928166,74
2604778989,3
2130803833,6
2345710482,1
2650303194,4
2230645626,3
2064940290,1
2111201436,1
2009576059,10
2140090147,4
185462181,8
2572808145,1
2142823941,9
2231175650,1
2155195383,5
268959590,4
2062595271,4
2759554853,1
2309818077,11
2093775817,8
1998983168,2
2226360050,20
2043036056,5
2511059065,1
2002117299,4
2664106676,2
2434321626,1
2599918001,13
2106791867,5
1913848915,4
2160821502,7
2581694870,3
2098554846,28
2098564389,6
170957628,9
2142812638,85
2525803988,1
2018864447,4
2168667670,22
2125602262,7
2509875169,1
2117818475,21
2144264399,39
2311854663,1
2319913306,16
258439143,9
665860677,18
2147251494,1
2084874061,4
2620884542,1
2477120353,1
2137587632,3
1995464277,14
113461303,12
2273705361,11
2079565741,12
2024195619,3
1897033576,26
1944864863,11
1206980245,1
2242066898,21
2751485043,1
2080964862,14
2479527526,2
1986074830,7
2677990719,4
2058987641,3
2229444798,1
2097288849,2
2531436869,5
2569073647,3
2043629606,6
156098510,3
2344522519,9
2680516189,8
2201153680,18
2120517869,7
2421909622,35
2106057372,22
2280734964,11
2099799615,2
305032761,9
1723393501,5
1967768354,3
2402222503,1
2256528234,3
2652299726,1
2060687644,3
2049574184,2
214086186,17
1978850861,3
2565432858,1
2747212297,22
2227616406,2
2295687530,1
2467279401,1
2109746097,4
2156575516,6
684741640,5
133377484,4
2073932105,20
2680615096,1
316323994,33
2159198527,9
2229137931,1
2155294169,15
2624617021,19
726955484,5
2115455862,16
2426016441,8
2034985502,3
2044972000,13
2893461643,15
2272819785,8
2647986030,3
2696426704,1
2497086969,6
2104034072,17
2142502911,19
1995881897,3
2158083652,2
1977967963,42
2102088384,4
2122996882,10
2122815661,8
2088595823,4
2524192981,34
2073500392,21
2469209240,20
693528855,1
2144656048,4
2245648575,48
1991957263,10
1975361088,27
1970489395,26
298247384,6
2151952896,17
2171476526,15
2153486834,14
2605197307,4
690608804,10
2627342066,1
2108124899,14
2097940256,2
329872968,6
2265887982,4
2575788779,1
2041772010,41
2161078339,3
526919039,26
2563949167,4
77509017,13
2145845464,5
2152983134,11
2486685458,1
340387850,2
1983269351,13
2250749706,10
2097639769,33
2574662876,2
2005632741,8
1910016572,4
2077188356,4
1965873894,51
2169737466,7
254000318,7
2153814424,46
1961418200,2
2108184694,5
2505994905,9
2087955420,10
2577879138,5
2798518062,1
2574692995,1
1081756924,7
157762056,6
2852266030,5
1549121077,7
2166843484,3
2500307858,2
1991128731,19
2776916030,4
2069895060,1
2088303805,3
2612606089,1
2152340588,8
2306607199,26
2086889785,9
2163282455,5
2128301872,5
2132908554,7
2107317021,5
2229849970,6
37378447,9
2589539525,1
2126032331,7
2166090103,9
2044331533,1
1977795042,4
2572181121,5
2058291108,8
1903146606,7
1985155161,9
2250648344,1
2323019872,1
2460377484,1
2565194965,2
1944741434,6
2033124211,2
175204660,40
2294464249,2
242798638,13
2224864724,1
2587009168,9
2671838507,43
1832384599,12
2107329613,5
2054897190,3
2079778915,1
2809566369,14
2233525272,10
2175196666,2
1981118872,6
2063778816,1
1616541285,9
1563580251,3
2021725281,28
2161715805,1
1982876351,12
2319420197,6
2146483039,24
2654113802,13
336074428,3
2127249463,4
2012174566,2
2060728940,14
2213789242,27
2750693438,1
2224716063,1
2077851658,10
2098977241,10
2228049113,1
2129359981,34
2038056301,2
2759784765,1
2181421566,1
2105736317,22
2112106364,34
2158640011,3
1347532449,6
2217011339,9
2646707548,1
234348142,2
2121971839,23
303805873,3
2152431215,24
2502737098,1
2165497675,10
2268356452,8
2170140672,10
2168918158,2
2523371394,3
2810776747,1
2303136446,1
2066779427,27
2892652720,12
2652185188,19
2096845160,4
2131873231,60
1536378997,51
1962408555,9
2046166522,14
2520438093,1
2096606844,4
2617633230,3
2640758718,7
2464057380,30
2781209804,5
1805990145,1
2096610695,13
2004367435,6
2480006148,7
2099446823,2
2531213181,1
2152780095,13
2165214285,5
2572442734,26
2763685085,3
2574210803,1
2022272678,24
2309137468,1
2571864602,1
2279292564,2
2045212889,33
2118122278,3
2471487312,33
690108569,8
2038192826,5
2035851816,10
2316363161,2
100195423,8
2163971048,4
2465511917,2
2169949791,3
2810104361,1
2127246222,6
2187495698,1
2031952187,13
2667423423,8
2185848799,30
2531871878,9
2161590773,7
66001556,4
2109438749,14
2119144047,5
262496169,23
2080012130,20
2160264915,2
293147583,5
1997715417,8
75002445,15
2059754396,10
2067174492,5
1993568771,7
2243192295,1
115506520,32
1995599993,3
2725468926,1
237803386,16
2092102216,10
683301675,15
2665223527,2
2217653176,8
1696156374,8
2031437235,5
2777791583,1
2122465904,2
2299393182,7
669998718,4
2056571667,24
2247560188,2
2310000115,21
2152106129,7
2658861050,9
2486322009,3
2770658207,33
2165801896,22
2034455556,4
2117315384,3
1978861470,1
2102308362,26
1764324661,25
2157361736,3
2791100799,1
2141171927,6
2111348772,13
2222732223,2
2100042326,2
1967230882,29
2894438525,8
2141625696,2
1751395695,1
2342696576,3
2306778192,7
2220253916,23
2342430943,4
2106788941,6
2190728639,9
2083833212,5
2117044340,6
2141549472,12
2137696228,3
2139879917,6
2727839114,1
1536628299,3
2421543301,9
2148643341,28
2302762151,18
2141872425,1
2261801969,4
2118504176,2
2648207154,4
2070143267,9
176284370,12
2132058179,1
220420986,6
1989562300,2
2510232575,2
2337957356,2
525111151,5
1896240227,8
2010630529,42
1857454961,24
2136170053,64
2117872457,1
2096094096,17
2687914744,1
2739202080,1
2529487271,2
349983891,3
2157277864,30
2327092882,8
2222353690,10
2199449473,19
174735833,3
2108286876,10
2499612700,2
2098813353,3
2126722718,10
2499230353,7
2591553236,5
2601193698,37
2104430289,1
2019222737,10
2635582968,2
2783622431,1
1259581358,9
2005140788,8
2060356498,5
2666580798,2
2058733692,6
2135529886,3
2010556746,11
2232955512,7
2102690858,13
2346326106,1
2142282371,5
2619137326,5
2484868003,19
963470134,8
189972764,9
2222495825,3
2555533620,1
2616098765,4
2610647421,1
2097872606,13
2119876374,7
1735935479,11
1314683117,8
2576568117,2
2123686112,6
2615034368,21
2076643310,3
1840085346,9
2564166451,1
2279308308,2
2796482736,3
2200026963,3
2251297850,8
2144348254,9
2757026650,1
2125706671,10
1703685721,11
2069441235,14
2223373010,2
2008983986,3
2278358899,1
2325376299,1
208865390,11
2141961906,50
2222982787,1
2137487856,6
2186072613,1
2071122766,12
2106862912,7
2114838899,2
2138978747,23
294440019,2
108361663,14
1993587385,31
2272905694,3
2142812405,4
2222725099,3
2596217753,2
2097740943,26
2355569561,1
2159000604,12
2156906975,3
2605469358,1
2148973427,29
2031700209,2
1756513417,8
2124519756,9
2113335270,13
2038094782,4
2558980048,1
2087657908,10
124278875,2
2081889050,8
1987327431,2
2111931205,4
1950928147,4
2478402374,6
2162156416,9
2517946869,5
2523393010,1
2130024514,4
2070157468,8
2274426000,1
2140423164,4
2295632317,19
2150693886,13
2011380106,10
575195435,49
2821500912,4
2251964615,6
2836817250,11
1972038216,20
133036299,11
1966445070,7
2087654254,3
2242337107,2
2311532759,3
2116292889,5
1972206369,17
2778747999,3
2337580398,1
2473183526,7
2153196093,4
2313828066,1
130937984,7
50122257,16
2806588866,3
2041225272,10
1777095091,3
170301163,22
2303725945,2
1992295251,7
100026995,11
55829453,9
45128022,1
2106832856,67
563962758,1
2277207979,1
2560147228,1
2425623578,68
2099921548,3
2138649153,2
2140442259,7
137891628,11
2109864667,10
2151946818,16
2069155188,5
765807516,9
2226675414,2
2550962975,2
2113079647,22
2139705177,13
2230841643,1
2022863172,5
2522316281,1
2160872499,11
2108794508,25
2082082098,3
2540697666,1
2260793680,17
2340070967,1
2158510368,15
2250824964,10
302993782,17
2460727770,71
334212773,7
2127215343,8
1255168948,6
2124728029,5
2687230763,2
2309502574,10
2062081464,8
2214246644,3
2137137753,11
2045526500,5
1997786582,4
2108857927,6
2483982843,5
2303150418,4
2114166708,6
1929279246,4
67907584,6
2143134920,20
2555721551,1
2106608248,11
2096895417,4
2119788307,2
2185551110,8
1977073778,20
2286153527,1
2158159896,19
2048724936,18
2297383412,24
2343320785,1
2563160692,1
2051948236,44
2120966380,7
2868016941,21
2278282460,3
2558078168,7
2522616895,1
2132137759,8
1571360253,4
2242836316,2
2460744132,19
2342058309,1
2108802550,11
2073737966,3
2694096596,2
310145802,4
2098402504,5
2582042147,39
2098561350,1
2019274009,3
2176872456,3
2464762559,60
2227954892,3
2151397142,17
2232476973,1
2461368317,4
2139665598,47
2562292086,1
2701936937,2
2736941599,1
2099770049,3
2110223873,44
2157285550,6
2113695566,18
2231112694,1
1437341952,3
2141818749,22
1497119815,3
2208066154,8
2017963214,4
2167346593,9
2294807702,19
2620330796,37
2403193723,37
2098777644,45
2289593443,1
2041253587,8
2100269763,4
1210830164,13
2056969959,49
1848850206,6
2784686602,1
2618701590,1
2615888015,1
2228538868,2
222546033,1
2170802329,37
2641440273,2
2430248113,1
2166495185,5
2670250566,4
142586255,6
2122866323,7
2073318232,3
2344257625,18
2134659384,8
2623494704,49
2110236993,4
2140839500,13
2521284605,1
1975921231,7
1948312332,3
2553912024,1
2154605662,9
2067495397,5
2676492676,11
2106078931,15
2470880409,1
1975712085,10
2107336150,8
2059751883,14
2082464467,8
2462102314,5
1175288144,10
2159997658,3
2248648523,1
1922446717,37
2530872151,5
2013785575,18
1879183651,11
2079164452,4
2251416570,13
2010754066,10
2514360451,1
2020627606,32
2118687097,6
2077639997,2
2115965967,3
2149371356,22
2139155660,21
2873796979,3
379273893,1
2423926198,2
2794382066,23
2139019839,18
2162498171,7
339086583,2
2762363082,21
2539667345,2
1975135913,4
158375695,17
189023256,28
2300593470,1
2261107226,4
1893784555,7
2592822965,32
1741751273,8
249728594,2
301617081,2
2151638554,4
2102439202,19
2127455941,5
2543457848,2
240379042,51
2004059986,2
2106295275,7
2160017938,16
2128553681,5
2307083869,10
2109314184,5
2428016215,2
2060839666,5
2228899279,1
2408598640,1
722536918,7
82407105,2
2277500096,27
2614309685,8
2304098963,3
2104887381,1
106321366,2
2723391905,4
2159155501,6
2103400460,1
1424523356,5
1981466420,36
2128280873,2
2158821028,6
2131667312,3
2090402816,3
2147336684,1
2144332997,6
2656531657,1
2169892127,25
2126104318,11
2100890712,16
2104035067,2
1073046742,14
2735397752,1
2318959168,1
2194229952,25
2488475939,2
2151047741,6
2804103072,1
2107424910,1
1952381462,2
2131302072,4
1872269320,2
2112198628,6
2232445969,1
2590921677,2
2165679527,3
2118348861,3
2568292977,1
2025428353,2
2536392312,5
2165748857,21
2097808904,2
1243866956,2
2144708694,7
259893420,8
2109603179,22
2625147074,2
2123822597,13
2235801643,26
747489575,10
2107939300,4
2165327383,1
2211470498,4
1946313380,4
2215104752,4
2148806152,13
2518337772,6
2312089803,12
2489657363,8
321794680,1
2143159954,4
2052610279,1
2120416591,11
2467652499,11
2061798209,5
2009454533,38
2131977055,18
1978252249,4
2165974039,4
2174080586,22
2171570818,1
165480909,5
2336877756,12
2033833324,4
2112530104,5
2169216096,11
2684859523,1
2601717703,7
2021670327,6
2146206865,1
232701919,2
2491798323,5
2860915345,3
1994924201,5
2107407890,11
2509664583,1
2119741442,2
2138315846,24
2508615252,1
2787234319,56
2135355102,30
2134484657,3
2228011409,1
64937333,1
1453586409,7
2126955388,2
2097371044,14
459117996,23
240914461,12
1236337927,4
633549775,1
2119234586,8
2113730300,4
55244337,18
2117171897,3
2674039693,3
2496798612,7
2287884379,1
2271417922,1
2149221475,60
2113353524,3
2103539487,11
2289344421,1
2295775923,6
2144019887,31
2098006947,40
1239175166,5
2773275431,1
2230331530,3
2232282929,2
2309204535,13
2401931655,1
2427187432,1
2487571847,30
2644921757,6
2796517207,2
2655475371,1
2106028207,5
2128927927,1
2143659794,3
2546813978,1
2121836789,3
2190507075,3
2767781404,1
2147795721,6
2118757347,2
2306938021,2
2143344319,44
2049901527,20
2343901966,10
2229883366,25
2185866189,4
2597529184,1
2125522196,9
138039654,4
2304815925,9
2020311713,10
2140930426,78
2762719315,3
2130855237,2
2128949125,1
2147561988,5
2521118012,1
2220873333,7
2590322761,7
2091218717,6
2636106691,10
2547508863,20
2648515817,1
1978738731,2
2293251914,2
2838663935,3
2421262982,8
2163325025,4
2101613840,53
312322867,16
580432702,7
2807582653,20
2306014443,20
2225358828,2
1953869653,1
2136096561,1
2237855229,3
2401742525,1
2112588873,9
2240712132,1
2029627009,7
310989410,23
2311045380,16
2134776491,13
2160459971,2
2231875513,4
694309100,49
2578530730,3
2126667697,9
2277327062,1
2304916893,2
1975364630,2
1620943014,77
2230600836,1
47612226,12
2233107193,3
2309229309,8
2166285456,5
2107964302,11
118483125,3
2254802018,2
2138882482,21
2118246344,4
2297718602,1
327896691,11
2109918818,4
2104406426,1
2260833054,56
2893335466,3
2429427456,4
2489858328,2
2580342822,6
2258702881,6
2095209985,5
2232557812,1
2150053101,4
2120336517,6
51425068,12
1972330737,1
2012365084,4
1727977295,1
2136913910,32
1598084032,5
2401579310,1
2050696621,6
2222836378,5
2701105904,1
563856257,1
123243309,17
350177712,18
2706354345,38
2645234465,1
2424488252,3
2248609360,1
2102594913,1
1644444193,6
2407900026,1
2120392376,1
528268237,10
2137498655,14
2307465982,2
335328349,5
2302748700,1
2514128842,1
2065247233,34
2126320698,3
2034136799,3
2231541469,3
2152230392,1
2230473780,4
221559789,2
2116108949,5
2222893748,14
2133668957,3
2139913828,73
2686384278,3
1989963548,4
2531173672,13
2151746802,17
2525120709,1
2126331285,10
2169833791,13
252087762,4
1946051193,17
2616208155,3
107553036,2
2100874876,8
2092772985,15
2035497793,2
1925877286,16
2113018792,7
2004862633,11
2783232112,1
2167664951,10
1257918071,5
1481140442,5
2237596417,3
2032487242,4
1031759464,7
2052696506,14
2068643756,2
2003598356,3
2350184412,12
2168568185,3
2760894994,3
507995822,4
2041616679,6
60441600,5
2112231713,3
2235997475,2
2904003139,21
2042353370,3
2285969076,7
2236824084,14
2154071836,4
2062967678,5
1510098495,8
2514927815,8
2150873909,3
2485293668,1
2081858395,5
2181804685,1
2225901021,5
1970318953,39
2109196519,2
2504230155,72
2278597680,7
129369746,7
330093527,3
2158561677,7
2159749437,3
2125200568,13
2588342345,5
2222021178,4
1901686061,8
2137201730,6
266208311,3
115665935,4
2153960481,5
2097105248,1
2073439522,14
1016750088,7
146950338,17
2223467995,1
2509962396,4
2423342115,3
2480240786,3
2138306058,1
2612332916,12
2143465016,5
63007171,5
2307323480,10
1991914469,8
2282950635,1
1834233038,15
2776068443,1
2072836651,46
2205745802,43
2250519225,6
2081600106,11
2005927755,13
2461503077,1
2101450404,1
2071157431,7
2098162551,7
2231794349,1
286386372,4
1908485786,1
2126459222,11
2196891185,5
2462353379,2
2271007628,5
329574911,37
2029954038,7
1983800028,4
2499339544,3
192462812,5
2101668067,30
2112723941,5
250243955,2
2893851090,1
2485986743,2
2185216890,7
2229290482,1
2161612730,5
38504441,1
237333768,3
1980836184,4
2150263094,5
2008067768,7
2159103427,4
2110592536,6
2253453978,2
2148164918,2
2030622774,5
2119074075,9
2132879375,10
2485920526,2
2779206150,48
1983647368,8
2257455519,8
2143579017,7
2114807979,1
2854529801,1
2136529843,7
2168661092,26
1997803821,2
2159957095,3
309805136,4
2030139645,11
2091838798,21
2008308526,3
2083274779,25
1732320500,7
2121302262,56
422659001,27
426458292,4
2399279356,1
2236788052,3
2144975902,2
2110027851,4
2133184885,1
2491860676,1
1992402897,13
2055010890,3
2109014653,9
1955267462,12
2065225410,5
2719582542,4
2229892196,1
2616816990,1
2618172460,14
2151308697,13
1889784072,3
2736941598,1
2516401345,2
2056492599,20
2105571622,3
2099486229,10
2573351659,1
2762186322,1
2100390043,7
2634511260,2
2309762309,5
2009937300,19
2474578620,3
2751713351,2
2150920700,15
2423977144,14
2433623722,4
2006466524,6
2150208740,16
2137960487,5
2223905116,1
2055887433,6
2407143754,1
184925914,18
2527167101,28
2085762589,8
2763574364,9
139949015,10
2122868521,3
2006219077,3
399295147,14
2605144670,1
2278167856,1
2100660179,16
249928441,1
2203016445,52
2113598318,14
719840691,10
2251085308,13
2169722401,2
171997091,26
2430945850,1
2220121102,11
2170888723,1
1982096406,2
2147177131,17
2549883174,1
2440409888,42
2717743363,18
2105886423,12
2170770431,5
2032836818,63
2584344301,11
2064548697,13
2101972531,5
2124505134,23
2558796613,1
2578681481,1
2106942235,2
2557288039,1
